minute,total_qps,mean_cpu,max_cpu,mean_latency,max_latency,n_tenants
2862,185.82999999999998,10.99375,34.21,20.70875,35.61,8
2863,199.48,13.46875,39.31,21.4975,37.82,8
2864,169.63,10.4175,26.57,19.3325,32.59,8
2865,199.44,12.977500000000001,38.56,21.3875,41.59,8
2866,204.95999999999998,12.29,37.24,21.807499999999997,38.66,8
2867,203.21,13.44625,33.66,21.81375,36.69,8
2868,215.28,13.85375,37.4,22.2275,41.88,8
2869,209.56,13.69875,34.74,21.9725,40.55,8
2870,189.01999999999998,12.08,39.01,21.025,37.18,8
2871,201.6,11.36,34.23,21.63875,39.21,8
2872,291.63,18.6875,49.71,25.89375,46.58,8
2873,291.67,18.62,44.6,25.912499999999998,43.11,8
2874,270.09,15.4275,30.93,24.8075,37.63,8
2875,194.36,12.5225,30.64,21.38375,33.37,8
2876,248.04000000000002,15.76625,37.07,23.87375,42.23,8
2877,205.95000000000002,11.4725,35.93,21.815,40.89,8
2878,207.66,13.36,29.22,22.0225,33.42,8
2879,219.19,13.13875,38.84,22.43875,43.39,8
2880,213.01,14.738750000000001,42.03,22.27625,38.47,8
2881,192.37,13.00125,38.03,20.88125,42.12,8
2882,178.08,11.01375,40.76,19.595,42.17,8
2883,239.10999999999999,16.8625,39.64,23.195,38.05,8
2884,242.71,13.943750000000001,40.28,23.00125,41.95,8
2885,230.26,14.3975,42.56,22.74375,41.0,8
2886,177.85,11.7025,22.82,19.65,32.33,8
2887,208.72,13.0725,37.33,21.4775,38.36,8
2888,201.28,12.93375,28.36,21.47625,34.54,8
2889,272.42,17.728749999999998,43.9,24.919999999999998,43.24,8
2890,242.63,14.44875,36.8,23.495,42.57,8
2891,195.09,12.17375,41.82,21.18125,36.97,8
2892,202.19,12.30875,42.0,21.712500000000002,37.78,8
2893,188.43,12.475,38.2,21.0025,38.75,8
2894,178.34,11.543750000000001,39.54,20.377499999999998,38.62,8
2895,168.66000000000003,11.3475,31.71,19.072499999999998,37.58,8
2896,163.96,11.356250000000001,33.31,19.34875,35.06,8
2897,207.31,12.435,34.93,21.833750000000002,38.76,8
2898,171.43,11.37375,33.39,20.1325,36.4,8
2899,166.92,8.695,28.1,19.0475,38.69,8
2900,198.22,12.15375,35.36,21.48125,36.56,8
2901,184.62999999999997,10.90375,37.93,20.68875,39.52,8
2902,190.37,11.745000000000001,35.59,21.00875,40.36,8
2903,170.62,10.276250000000001,39.32,19.23125,39.14,8
2904,134.27,9.7225,28.32,17.35,31.18,8
2905,177.57999999999998,11.06625,31.51,20.3275,38.59,8
2906,192.60999999999999,12.0775,25.24,21.28125,31.22,8
2907,205.6,14.62375,34.14,21.8475,39.03,8
2908,147.39,9.02625,29.01,18.88875,32.64,8
2909,177.7,11.87625,32.93,20.34875,36.99,8
2910,165.65,11.135,34.77,18.91125,39.11,8
2911,185.35,12.1025,34.57,20.89125,36.22,8
2912,185.35000000000002,14.0775,37.26,20.74125,36.37,8
2913,167.0,11.21125,35.82,18.993750000000002,39.85,8
2914,187.51999999999998,12.88875,32.77,20.0875,39.93,8
2915,169.2,11.69875,24.89,20.1125,32.85,8
2916,162.3,10.015,32.45,18.72,38.42,8
2917,167.43,10.595,39.49,18.91375,42.85,8
2918,145.19,9.897499999999999,32.79,17.89375,35.38,8
2919,193.41,12.39625,33.04,21.03375,36.52,8
2920,186.42,12.71,36.49,19.82375,37.86,8
2921,206.56,13.12375,25.49,21.96625,33.58,8
2922,153.59,9.61875,28.74,18.445,33.58,8
2923,151.85999999999999,10.45375,37.13,18.5225,37.15,8
2924,176.42,9.50375,29.8,20.314999999999998,36.22,8
2925,159.01,9.18625,31.91,19.3925,36.87,8
2926,131.34,7.85875,22.62,17.88875,30.66,8
2927,158.12,8.33,31.25,19.42625,33.39,8
2928,143.09,9.9775,32.37,17.73125,36.91,8
2929,164.94,11.66625,30.44,19.701249999999998,35.16,8
2930,151.54,8.61,34.28,18.305,33.41,8
2931,165.81,9.986249999999998,40.37,19.5525,37.55,8
2932,162.53,10.75875,24.31,18.90625,33.78,8
2933,228.13,14.00375,30.93,22.94,37.69,8
2934,176.53,10.844999999999999,22.81,20.28875,34.67,8
2935,196.70000000000002,11.78375,31.17,21.0625,34.47,8
2936,185.07,12.45375,28.74,19.97,33.51,8
2937,252.9,15.17125,38.24,23.0975,44.8,8
2938,193.45,11.4475,29.21,20.55125,34.24,8
2939,195.72,10.7925,28.68,21.2275,35.67,8
2940,182.07,12.28875,30.9,19.826249999999998,34.25,8
2941,213.88,14.7925,35.51,21.2375,37.01,8
2942,217.71,12.47875,25.24,22.32,31.5,8
2943,217.26999999999998,14.42125,27.48,22.3475,35.59,8
2944,179.79000000000002,11.523750000000001,34.88,19.64625,36.65,8
2945,140.1,9.76625,27.53,17.705,32.8,8
2946,188.87,11.705,34.99,20.7825,38.78,8
2947,130.37,9.015,28.93,16.305,35.68,8
2948,152.82999999999998,10.07625,28.85,18.3075,36.55,8
2949,151.68,9.766250000000001,35.7,18.2775,36.56,8
2950,119.89,7.7325,23.47,16.37625,28.47,8
2951,132.71,7.86125,29.02,17.25,33.79,8
2952,157.85,9.11375,33.26,19.0325,39.6,8
2953,117.58,6.245,22.41,16.2575,32.31,8
2954,144.2,10.674999999999999,34.97,17.5625,39.17,8
2955,156.13,8.748750000000001,33.82,19.10625,37.95,8
2956,145.75,8.92625,31.88,18.346249999999998,35.04,8
2957,143.57,10.0625,30.26,17.92875,32.92,8
2958,152.1,10.19,28.14,18.30125,35.92,8
2959,165.06,10.518749999999999,38.12,18.79375,40.3,8
2960,152.59,9.4475,34.02,18.3125,35.25,8
2961,134.94,7.812500000000001,34.45,17.1325,36.96,8
2962,146.99,10.57,34.33,17.93,36.54,8
2963,173.36,10.47625,35.33,19.2625,34.67,8
2964,170.97,9.75875,34.38,19.85625,38.05,8
2965,129.66,9.89625,31.45,16.94,32.49,8
2966,155.96,8.1475,24.19,19.21375,34.37,8
2967,132.66,9.54375,37.8,17.017500000000002,36.45,8
2968,137.77,8.22,26.12,17.64125,31.01,8
2969,122.67999999999999,6.8375,26.53,16.75,31.14,8
2970,125.87,8.31625,26.35,16.87375,33.21,8
2971,140.87,9.6975,28.55,17.60625,35.41,8
2972,158.32,9.4975,27.35,19.2,34.74,8
2973,255.07,15.772499999999999,52.26,24.0025,54.39,8
2974,182.33999999999997,10.95375,41.45,20.04,37.79,8
2975,152.26,8.5875,28.78,18.0175,32.13,8
2976,168.7,11.1375,33.86,19.06125,36.93,8
2977,206.86,13.14875,33.64,20.93625,35.48,8
2978,153.07999999999998,10.80875,36.5,18.15625,36.92,8
2979,151.72,10.83625,34.51,18.21125,35.39,8
2980,156.21,11.319999999999999,34.48,18.482499999999998,35.27,8
2981,119.03,6.6499999999999995,36.19,16.345,33.04,8
2982,131.17,7.449999999999999,25.86,17.16,33.46,8
2983,125.0,7.7675,20.39,16.89875,29.77,8
2984,114.63000000000001,6.055,26.79,16.0425,33.08,8
2985,118.35,6.3925,22.39,16.16,28.88,8
2986,146.26,10.6525,33.84,17.93625,36.49,8
2987,145.99,9.36,25.79,17.90125,34.0,8
2988,128.47,8.0575,32.12,16.53875,34.17,8
2989,131.47,7.78,29.39,17.1175,34.79,8
2990,130.18,8.165000000000001,27.78,17.03125,34.21,8
2991,118.27,7.41125,29.98,16.20375,34.95,8
2992,134.49,9.66,35.86,17.10375,38.89,8
2993,131.75,9.17875,34.5,16.9675,37.09,8
2994,128.58,6.87625,24.91,16.98875,33.05,8
2995,131.69,6.91375,31.36,17.06875,35.91,8
2996,137.12,8.90625,37.69,17.3675,36.52,8
2997,150.44,11.05625,34.58,18.752499999999998,36.16,8
2998,101.76,6.5575,22.41,15.35625,30.5,8
2999,148.04999999999998,10.96625,37.46,18.59125,35.58,8
3000,174.69,10.373750000000001,37.49,19.37875,39.53,8
3001,165.53,9.975,32.32,18.755,38.96,8
3002,130.95,6.675000000000001,22.16,17.26875,29.95,8
3003,137.74,9.285,29.7,17.56125,33.1,8
3004,119.27,6.6775,23.55,16.605,30.5,8
3005,133.20000000000002,8.66375,37.02,17.0525,38.04,8
3006,122.13,7.0,30.69,16.6325,33.08,8
3007,131.18,6.4275,22.8,17.15875,31.71,8
3008,162.65,10.227500000000001,31.11,18.689999999999998,33.94,8
3009,152.52,12.20375,34.3,18.0725,38.1,8
3010,138.04,8.725,24.76,17.485,32.57,8
3011,157.04,9.04125,25.6,18.6575,33.24,8
3012,165.49,11.89,39.07,18.98625,36.94,8
3013,160.78,9.23,26.96,18.70875,36.39,8
3014,130.71,7.4750000000000005,26.71,17.11,34.57,8
3015,148.29,8.7475,36.63,17.95375,39.6,8
3016,179.48000000000002,10.262500000000001,33.39,19.5375,39.06,8
3017,167.44,13.14375,39.67,19.0925,36.24,8
3018,141.11999999999998,8.135,39.51,17.4175,40.65,8
3019,129.53,9.254999999999999,23.67,17.16125,30.65,8
3020,149.27,7.7875,26.18,18.1325,35.59,8
3021,172.54,10.605,31.74,19.12125,35.67,8
3022,153.04999999999998,10.00125,28.1,18.26125,30.12,8
3023,126.89,7.148750000000001,24.76,16.50375,35.24,8
3024,147.67,9.745000000000001,35.15,17.98875,35.71,8
3025,155.39000000000001,6.6425,28.52,18.4725,35.2,8
3026,130.67,8.34,33.56,17.09,33.84,8
3027,159.74,10.9675,32.85,18.576249999999998,39.73,8
3028,139.67,7.8325,35.79,17.4375,38.1,8
3029,149.42,9.725,31.9,18.025,37.27,8
3030,145.69,8.76,39.03,17.66,39.77,8
3031,255.47,16.5325,55.11,23.08125,55.99,8
3032,260.7,15.87,70.36,24.10875,67.41,8
3033,197.08,14.290000000000001,53.59,19.635,52.5,8
3034,174.88,11.7875,35.86,19.29875,42.27,8
3035,175.3,10.54125,38.26,19.72375,41.76,8
3036,154.53,9.479999999999999,32.08,18.23375,36.84,8
3037,135.82,7.3075,27.12,17.45875,33.63,8
3038,143.85,7.00125,33.69,17.615,38.83,8
3039,145.26999999999998,11.239999999999998,36.91,17.778750000000002,38.02,8
3040,195.64000000000001,12.52,33.63,20.33875,37.47,8
3041,153.85,10.3675,28.64,18.2975,32.87,8
3042,166.73999999999998,10.4125,33.29,18.99125,37.84,8
3043,169.25,10.645,32.01,19.2275,35.66,8
3044,163.66,11.74125,35.03,18.87,37.93,8
3045,189.6,11.885,25.88,21.11375,31.6,8
3046,219.05,13.81125,30.75,22.295,36.61,8
3047,278.97,16.57125,48.64,25.155,48.59,8
3048,230.66,14.405,35.07,22.9575,38.15,8
3049,159.07,8.0275,23.94,19.4375,32.32,8
3050,166.32,11.26125,33.19,19.03,36.39,8
3051,149.36,10.6675,29.92,18.17125,33.84,8
3052,139.60999999999999,8.52125,31.31,17.525,36.93,8
3053,146.47,9.43625,27.59,18.048750000000002,33.78,8
3054,144.06,8.545,30.6,17.91,33.94,8
3055,143.16,9.97,30.28,17.7825,34.74,8
3056,153.08,10.265,33.19,18.2275,36.25,8
3057,147.59,9.997499999999999,37.91,17.8925,39.47,8
3058,156.53,9.727500000000001,34.99,18.4675,36.75,8
3059,160.62,11.504999999999999,34.87,18.75375,34.99,8
3060,170.48000000000002,8.61875,27.53,19.29375,36.14,8
3061,152.0,8.66875,38.07,18.31625,36.13,8
3062,163.22,9.55375,35.04,18.79,39.29,8
3063,163.71,10.7775,35.99,18.884999999999998,36.98,8
3064,168.70999999999998,10.9475,42.14,19.03625,41.89,8
3065,138.73000000000002,7.54125,25.54,17.44625,35.06,8
3066,151.92000000000002,10.65625,33.4,18.32,35.48,8
3067,286.53,18.33875,66.98,25.88,61.89,8
3068,221.44,13.11375,39.2,22.375,41.15,8
3069,197.73,10.54875,41.67,21.21125,45.41,8
3070,192.13,11.955,49.75,20.90625,46.83,8
3071,174.62,11.713750000000001,34.42,20.271250000000002,36.84,8
3072,151.35999999999999,8.16625,28.26,18.263749999999998,35.26,8
3073,187.76,10.8825,45.58,20.075,43.39,8
3074,145.73,8.25125,33.78,18.03375,35.76,8
3075,165.0,9.588750000000001,36.75,18.94625,39.5,8
3076,149.9,9.9625,33.83,18.165,36.16,8
3077,169.83,11.92,31.37,20.0475,34.52,8
3078,243.31,14.55125,40.64,22.651249999999997,41.4,8
3079,193.19,11.98375,28.97,20.315,35.26,8
3080,221.16000000000003,12.36875,30.81,22.65625,37.41,8
3081,211.56,12.0325,32.67,22.225,39.64,8
3082,200.57,12.92375,33.33,21.7225,36.49,8
3083,191.64000000000001,13.213750000000001,36.9,20.2475,38.72,8
3084,160.81,9.2525,26.31,18.905,32.59,8
3085,162.28,10.07875,35.6,19.33125,35.4,8
3086,174.52,10.30625,28.81,19.8825,38.39,8
3087,168.81,11.32875,44.2,19.54375,44.46,8
3088,162.03,10.053749999999999,25.85,19.6,34.84,8
3089,179.31,11.57375,38.83,20.29625,37.61,8
3090,165.66,9.88625,33.51,19.57125,38.92,8
3091,171.53,10.45625,33.02,19.33875,36.91,8
3092,175.93,11.866249999999999,33.08,20.14375,35.53,8
3093,172.95,10.565,34.41,19.40625,37.06,8
3094,164.8,9.95375,32.37,18.97875,37.63,8
3095,165.63,10.283750000000001,38.99,18.82125,40.76,8
3096,245.35999999999999,16.3275,39.79,23.6,42.85,8
3097,221.14,14.7225,34.79,22.54,37.89,8
3098,205.02,12.446250000000001,30.28,21.85125,38.5,8
3099,196.17000000000002,12.24625,34.76,21.24125,40.49,8
3100,183.99,13.46875,41.67,20.627499999999998,44.0,8
3101,188.32,10.36625,33.18,20.6825,35.57,8
3102,212.8,11.92875,38.34,21.39375,44.1,8
3103,204.76,11.943750000000001,36.56,21.045,42.19,8
3104,187.73,13.42625,46.19,20.50625,40.08,8
3105,187.99,12.73375,43.91,20.1725,41.96,8
3106,172.53,12.166250000000002,38.5,19.93,40.63,8
3107,189.81,12.8875,39.26,20.17125,41.21,8
3108,188.78,12.1025,31.66,20.5325,36.0,8
3109,191.76000000000002,11.66125,31.51,21.07875,38.3,8
3110,222.64000000000001,13.13375,39.03,22.69375,37.73,8
3111,190.27,11.2,26.64,21.09875,33.27,8
3112,192.62,12.86125,34.79,21.22875,37.63,8
3113,187.76,10.67875,39.6,20.70625,42.21,8
3114,186.38,11.195,32.7,20.85875,37.14,8
3115,215.9,12.379999999999999,45.9,22.34875,45.24,8
3116,197.46,13.44375,37.92,20.6075,39.59,8
3117,169.93,9.90125,32.28,19.21,36.64,8
3118,211.47,11.43375,29.78,22.16125,37.91,8
3119,196.58,12.491249999999999,40.99,21.310000000000002,38.52,8
3120,212.73000000000002,13.41125,29.91,22.052500000000002,40.38,8
3121,178.59,10.348749999999999,37.83,19.585,41.37,8
3122,197.04,11.336250000000001,37.6,21.085,36.54,8
3123,187.2,12.91625,28.1,20.9275,33.98,8
3124,209.09,12.345,44.34,21.9775,43.22,8
3125,177.65,11.78375,32.52,19.7175,34.86,8
3126,194.15,11.425,39.1,21.1125,37.32,8
3127,192.21,9.75,30.44,20.322499999999998,37.24,8
3128,220.24,13.838750000000001,37.01,22.57125,39.19,8
3129,209.53,12.85125,38.8,22.0575,39.11,8
3130,231.82,14.775,48.82,23.0875,44.95,8
3131,223.14000000000001,13.39125,32.09,22.4825,36.86,8
3132,216.94,12.77875,40.28,22.395,41.78,8
3133,220.79999999999998,12.82375,40.66,22.50625,40.75,8
3134,379.61,21.56125,76.46,33.5475,101.14,8
3135,295.73,18.70125,59.21,26.36,58.2,8
3136,278.14,17.52625,46.14,25.201249999999998,42.9,8
3137,310.74,20.28375,49.34,26.87625,50.63,8
3138,262.57,16.86,38.05,24.263749999999998,41.12,8
3139,239.09,15.06125,40.26,23.3525,47.31,8
3140,263.14,15.473749999999999,43.53,24.67875,45.83,8
3141,274.98,16.48375,40.22,25.11875,41.66,8
3142,273.78999999999996,17.8675,36.19,25.15375,41.78,8
3143,305.57,18.775,49.35,26.66625,48.7,8
3144,263.89,15.4925,43.07,24.71,43.1,8
3145,261.35,16.2775,40.29,24.58375,42.22,8
3146,222.12,14.59125,39.32,22.58,40.51,8
3147,235.56,16.59875,38.63,23.31625,41.39,8
3148,279.9,18.40875,44.47,25.4,44.58,8
3149,247.89,14.0725,38.95,23.87375,42.03,8
3150,238.2,13.9275,31.64,23.49375,37.53,8
3151,255.14999999999998,16.38875,32.31,24.2425,36.87,8
3152,238.6,16.06125,39.08,23.53375,39.98,8
3153,253.74,17.21375,49.53,24.2025,45.33,8
3154,252.79,16.23375,32.29,24.138749999999998,36.44,8
3155,243.96,15.13875,33.86,23.76125,39.37,8
3156,246.82999999999998,14.754999999999999,33.0,23.915,40.43,8
3157,249.17,14.9675,43.19,24.03125,43.25,8
3158,264.55,17.53375,42.01,24.76125,42.2,8
3159,239.05,16.2975,37.83,23.575,42.5,8
3160,265.79,16.11375,46.51,24.884999999999998,45.25,8
3161,272.19,17.74875,45.59,25.17375,46.57,8
3162,266.81,17.6925,45.54,24.79375,42.22,8
3163,272.27,17.97875,37.16,25.0775,40.47,8
3164,265.14,17.72625,38.33,24.716250000000002,39.8,8
3165,270.31,18.83,39.27,24.97625,38.77,8
3166,261.44,14.842500000000001,40.27,24.58875,43.17,8
3167,287.6,18.3,47.45,25.8875,49.25,8
3168,263.62,17.87,45.3,24.7225,44.11,8
3169,269.45,15.2775,37.4,24.97375,45.13,8
3170,270.33,16.53375,42.31,25.025,43.16,8
3171,305.95,18.8775,47.98,26.72375,48.14,8
3172,250.79999999999998,14.63875,40.62,24.04375,40.54,8
3173,286.57,17.4,42.93,25.743750000000002,45.25,8
3174,294.23,17.9625,54.2,26.31125,52.5,8
3175,278.19,17.21125,39.28,25.325,40.89,8
3176,273.71,16.15,35.9,25.19625,37.87,8
3177,286.52,17.87375,42.24,25.80875,46.51,8
3178,313.57,18.19125,37.88,26.9675,43.32,8
3179,295.13,19.01625,37.29,26.12875,39.11,8
3180,287.03000000000003,18.79625,45.97,25.83125,46.4,8
3181,381.01,23.72125,54.54,30.2425,53.19,8
3182,365.51,23.355,47.58,29.35125,47.22,8
3183,324.59,19.23375,42.26,27.46125,44.98,8
3184,303.57,18.34625,37.58,26.47125,39.73,8
3185,283.86,16.9825,43.68,25.6375,43.74,8
3186,354.76,21.46625,42.43,28.8725,45.49,8
3187,333.31,22.0475,45.13,27.877499999999998,45.41,8
3188,335.26,20.8475,40.5,27.93875,44.95,8
3189,317.1,18.90625,35.94,27.0775,40.19,8
3190,307.95,20.68,37.95,26.76375,42.92,8
3191,356.66,24.575,62.26,29.1475,53.23,8
3192,296.35,19.208750000000002,37.88,26.20125,41.07,8
3193,328.92,19.24,46.22,27.7775,48.82,8
3194,355.01,24.02,52.76,28.971249999999998,49.5,8
3195,339.46000000000004,19.7775,46.82,28.223750000000003,49.34,8
3196,360.55,21.075,49.6,29.21375,48.27,8
3197,339.19,21.615,37.87,28.1225,44.45,8
3198,322.94,20.0325,48.46,27.5025,47.17,8
3199,356.54999999999995,24.445,54.58,29.153750000000002,54.29,8
3200,332.7,20.3375,44.58,27.90625,46.78,8
3201,332.40999999999997,23.19125,49.24,27.9025,48.39,8
3202,347.7,20.85875,44.89,28.54,45.02,8
3203,336.98,19.86,38.99,28.0875,43.2,8
3204,341.23,21.17875,35.96,28.26125,42.11,8
3205,339.36,21.0775,43.83,28.14375,44.18,8
3206,479.75,30.32,99.56,50.655,210.66,8
3207,439.70000000000005,27.7375,67.65,33.56875,65.69,8
3208,384.38,23.42625,56.94,30.49375,55.4,8
3209,398.56,25.169999999999998,53.3,31.115,53.36,8
3210,371.15000000000003,24.42375,54.58,29.682499999999997,50.05,8
3211,363.19,21.34,49.93,29.32875,50.36,8
3212,352.01,22.56125,45.58,28.68375,43.82,8
3213,429.13,27.0175,61.21,32.64,56.56,8
3214,406.47999999999996,25.35875,50.36,31.1725,44.59,8
3215,382.83,24.77375,48.31,30.25125,49.42,8
3216,383.75,22.4275,48.16,30.23375,48.18,8
3217,403.7,24.1425,48.97,31.1675,49.84,8
3218,396.57,26.09375,48.23,30.794999999999998,48.41,8
3219,358.84000000000003,23.11375,45.33,29.02125,44.81,8
3220,366.61,23.85,41.87,29.3275,43.54,8
3221,371.83,25.23625,47.47,29.66625,47.91,8
3222,395.65999999999997,23.61375,50.33,30.82625,51.73,8
3223,400.96,24.4775,48.65,31.068749999999998,51.48,8
3224,430.23,27.03625,53.16,32.6425,54.0,8
3225,403.22,25.9875,59.2,31.2725,55.35,8
3226,389.46999999999997,25.42875,44.27,30.48875,46.84,8
3227,414.57,26.60625,60.35,31.794999999999998,55.11,8
3228,382.0,24.22,50.94,30.21875,51.36,8
3229,379.89,24.99875,43.21,30.006249999999998,45.61,8
3230,409.86,24.98125,54.83,31.485,51.83,8
3231,405.83,26.463749999999997,58.33,31.3675,54.57,8
3232,404.14,24.4825,46.59,31.2275,50.07,8
3233,402.21999999999997,25.04375,51.23,31.05,48.81,8
3234,417.63,25.8675,48.97,31.80875,48.76,8
3235,396.76,25.294999999999998,43.94,30.7875,44.83,8
3236,428.65999999999997,27.67,52.25,32.49,55.92,8
3237,465.03,30.41625,63.2,34.4725,62.37,8
3238,431.29,28.15875,53.81,32.365,47.03,8
3239,423.34000000000003,26.41,47.7,32.1475,54.08,8
3240,417.70000000000005,24.96125,55.12,31.845,51.79,8
3241,437.65000000000003,25.97375,54.01,32.825,53.57,8
3242,415.94,25.69125,45.99,31.6475,45.4,8
3243,438.16,27.875,54.33,32.81875,51.5,8
3244,447.66,27.056250000000002,52.38,33.3375,54.15,8
3245,456.65,29.35375,57.31,33.9125,57.34,8
3246,517.22,33.085,73.25,37.6575,73.51,8
3247,450.92,27.005,58.26,33.63875,54.68,8
3248,462.66,28.71,58.83,34.03875,52.83,8
3249,454.88,28.48375,53.04,33.71875,53.82,8
3250,403.67,26.9675,47.94,31.09125,47.26,8
3251,470.32,27.904999999999998,54.55,34.5725,56.28,8
3252,464.64,31.115000000000002,52.64,34.12,54.74,8
3253,464.08,31.966250000000002,62.79,34.34625,59.68,8
3254,454.88,28.71375,54.87,33.51375,50.87,8
3255,521.03,33.495000000000005,70.81,38.38,76.91,8
3256,494.96000000000004,28.835,56.48,35.93125,58.18,8
3257,507.16,32.6175,66.07,37.12875,67.17,8
3258,454.81,26.509999999999998,52.47,33.6425,53.32,8
3259,497.15999999999997,31.986250000000002,64.62,36.0775,59.27,8
3260,484.57,29.572499999999998,50.88,35.08125,55.65,8
3261,508.37,32.27875,66.78,36.815,66.78,8
3262,495.91,33.28625,60.57,35.95,58.14,8
3263,516.15,33.17375,60.85,36.769999999999996,59.48,8
3264,524.74,33.85875,64.8,37.47125,65.37,8
3265,520.0699999999999,32.87375,61.86,37.11375,65.51,8
3266,517.56,32.276250000000005,57.82,36.92,60.53,8
3267,543.23,34.85875,66.41,38.22,60.59,8
3268,516.23,33.206250000000004,60.42,36.76625,59.93,8
3269,512.68,33.25125,53.8,36.24125,50.84,8
3270,537.46,32.61625,57.51,38.00625,63.39,8
3271,537.54,33.12125,69.52,38.51375,67.26,8
3272,517.8199999999999,31.791249999999998,63.96,37.0525,63.1,8
3273,535.99,33.46625,74.71,38.57125,73.72,8
3274,499.8,31.627499999999998,57.81,36.22625,60.91,8
3275,529.89,33.74,67.97,38.21,71.46,8
3276,544.49,35.27,68.73,38.585,63.92,8
3277,524.78,33.597500000000004,65.53,37.3475,61.08,8
3278,502.37,32.08375,59.1,36.16125,57.89,8
3279,527.47,34.2325,66.26,37.66875,62.21,8
3280,530.28,33.59125,67.43,37.805,66.48,8
3281,555.3299999999999,33.5525,67.6,38.85375,67.34,8
3282,576.66,36.975,64.71,40.225,64.75,8
3283,548.63,34.985,67.83,38.746249999999996,67.61,8
3284,544.23,33.12875,66.74,38.76875,64.8,8
3285,573.19,38.01,73.49,40.82375,75.58,8
3286,525.67,32.70875,60.95,37.19125,59.21,8
3287,565.0,35.7125,73.95,41.05375,83.1,8
3288,549.91,33.839999999999996,65.36,39.088750000000005,68.31,8
3289,531.53,31.795,62.83,37.78875,60.47,8
3290,570.58,37.79,69.52,40.70625,73.2,8
3291,618.02,36.75,88.6,52.65375,171.08,8
3292,579.11,37.5825,81.82,42.075,88.05,8
3293,597.3,36.11875,82.98,43.23,90.53,8
3294,587.0699999999999,35.665,65.88,41.5225,75.1,8
3295,567.85,35.58125,70.08,40.31875,75.44,8
3296,611.9,38.54,85.05,45.68625,113.32,8
3297,689.6,41.6875,90.14,56.73,159.59,8
3298,636.7,40.25375,77.13,46.2725,88.55,8
3299,637.35,40.485,80.3,46.0875,96.78,8
3300,707.14,42.6925,100.0,212.6525,1427.31,8
3301,663.09,41.10625,95.65,65.97625000000001,261.36,8
3302,623.7099999999999,38.5275,94.23,46.8825,114.73,8
3303,619.91,38.19625,74.76,44.2975,86.85,8
3304,616.12,38.68,77.47,43.98125,89.4,8
3305,582.41,36.125,68.52,40.94625,69.82,8
3306,595.69,36.68625,69.02,41.815,73.54,8
3307,630.0,38.68875,76.57,45.12375,87.28,8
3308,619.37,39.585,76.84,43.70875,79.56,8
3309,619.79,38.885,67.26,44.055,82.66,8
3310,593.73,36.7675,77.01,41.88,79.31,8
3311,608.41,39.76375,77.83,43.1425,82.16,8
3312,620.72,37.61375,78.52,43.76125,82.58,8
3313,604.95,37.725,71.7,42.41,77.14,8
3314,639.42,39.55625,82.1,46.685,102.95,8
3315,629.85,38.5925,86.75,46.47125,107.66,8
3316,638.0799999999999,39.69875,73.26,45.255,80.59,8
3317,644.13,39.73375,87.48,47.8925,110.15,8
3318,634.96,39.294999999999995,80.3,46.08875,102.09,8
3319,676.2,41.95625,90.21,53.305,150.89,8
3320,672.59,46.1225,99.34,57.1425,181.75,8
3321,653.6800000000001,42.29875,87.0,47.34125,105.41,8
3322,662.79,42.24,84.27,48.12375,105.13,8
3323,672.05,42.36125,86.91,50.9075,128.33,8
3324,649.34,40.385,85.37,47.1525,103.65,8
3325,695.67,43.4625,86.4,51.72,122.66,8
3326,678.98,42.67875,85.48,49.735,110.18,8
3327,663.98,40.66125,83.65,47.63375,100.06,8
3328,685.62,41.488749999999996,88.38,53.611250000000005,148.33,8
3329,655.65,41.60125,87.02,48.8875,120.08,8
3330,653.3,39.75125,76.82,46.20375,92.84,8
3331,665.5600000000001,41.78375,78.67,48.28375,105.54,8
3332,681.51,43.27,80.21,51.19125,123.42,8
3333,690.0,41.0925,81.55,50.0325,105.08,8
3334,693.07,44.03375,98.17,53.24375,136.05,8
3335,809.05,50.83875,90.33,62.15125,141.6,8
3336,775.66,47.12375,99.67,70.13625,240.86,8
3337,723.37,46.47875,88.04,52.3,109.42,8
3338,730.2,45.2725,91.48,60.76875,188.05,8
3339,721.98,44.02875,93.61,58.11125,169.14,8
3340,740.13,45.87375,98.31,61.60125,174.25,8
3341,725.16,44.6075,92.32,61.945,197.97,8
3342,717.0500000000001,44.93625,88.85,52.365,117.42,8
3343,719.74,46.24875,89.7,55.17375,141.37,8
3344,705.76,42.99125,86.74,54.40875,139.46,8
3345,709.63,45.34,93.84,57.496249999999996,164.51,8
3346,724.42,45.352500000000006,97.62,69.97625,264.28,8
3347,719.46,43.2975,89.08,57.27875,161.74,8
3348,688.7,42.848749999999995,91.03,54.095,151.44,8
3349,737.48,46.44375,100.0,73.185,276.92,8
3350,736.23,47.09125,95.45,60.47625,177.28,8
3351,720.73,45.76375,92.89,55.688750000000006,138.74,8
3352,706.77,44.78,89.07,53.95249999999999,133.67,8
3353,781.67,47.37375,97.17,220.54749999999999,1427.31,8
3354,756.27,47.06125,93.03,63.52875,189.79,8
3355,768.1800000000001,48.61,93.53,68.33375,215.22,8
3356,732.38,47.41625,98.0,61.20625,189.13,8
3357,752.23,48.3975,100.0,83.64874999999999,355.51,8
3358,770.07,45.513749999999995,94.71,109.4,553.85,8
3359,746.92,46.39,99.2,94.97375000000001,457.35,8
